S0,K,T,r,sigma,option_price
94.9816047538945,118.02857225639664,1.530989398169959,0.0638792635777333,0.1624074561769746,10.850748104120015
83.75387990753055,83.70673233444734,1.2194646164422462,0.051491910516451016,0.24082528773069264,15.256302280770958
117.76051728822485,85.04750416713122,1.5639522324434163,0.04313454683299705,0.1958876452279669,19.437136364848545
88.40649602158197,100.363181113414,1.8612545780521903,0.03039503348892936,0.30107873012727104,28.33881141774466
115.48200296191212,101.12876013480454,1.0970923374600394,0.02664441433008147,0.4432109748416611,44.33858272101209
95.29908474902724,99.88266909337067,1.545230406170401,0.051482639451771665,0.21240897011010876,16.72872590015216
99.72954242700379,119.58829047433835,0.6271249938500064,0.09670472521999665,0.13578536137627903,5.54803570634751
108.32338800856768,106.38450997853708,1.9064746234808345,0.09818611662736872,0.18930506581324869,14.134521340879678
105.86636921861304,103.14775720843801,1.9710191495979914,0.07532695835867426,0.4612486383811235,53.64483508218911
81.20283581008638,96.57716043076734,1.33422362380957,0.011930656059403138,0.3301888872530769,25.85209633369594
101.30146804564662,106.56876160123382,0.5511547083602659,0.029194516045007453,0.15418453003895022,8.067259538312477
111.8150761573262,110.52714332754654,1.7919485586571893,0.05667044177471873,0.359926562331229,39.15528185156388
116.66738923870695,88.66480455933839,1.0832103611983137,0.07031479544388486,0.3955927391092732,35.14247835931174
88.7600404964232,94.37360681667127,0.823634279688993,0.05016160580393524,0.20775497657896336,11.497954509498214
84.77208140856678,104.87742533013659,1.7693227740151132,0.05066727452474729,0.3429695079491835,29.303896990914453
107.3660185931433,84.97786020855118,0.6080226163277841,0.016973372197396853,0.27966720702119985,17.893552209884515
84.61205746079767,94.15915133823194,1.1644988352625103,0.0683427932654814,0.31366294445724296,20.525344351098816
115.45390522933712,91.96672599357136,1.0219354270899967,0.044034286002406525,0.16534270488719136,12.696694259427934
109.18429660771635,114.49430159940421,0.6659659193661693,0.07291811556553322,0.43703711200995615,28.010492923607103
115.26801287164602,82.20670075181269,1.5304564406530357,0.028710073199835907,0.28091210709494696,30.758812717999334
80.73442311953465,87.46441281000632,1.9648549109561957,0.06251698377248835,0.30497193855896887,23.44304542299449
98.6270068493349,93.04710711986479,0.951368709928191,0.022670480149520805,0.11161998911185017,7.624780351615076
101.12451641181207,85.55907723272759,0.47700816499672866,0.01364239977776673,0.3544415245110259,19.110751109506143
90.18086348372277,119.0966074213528,1.588819847054006,0.06773160046499205,0.47698484182821455,42.632003040040715
109.94192327266178,86.97117560412624,1.7376071799894162,0.04900996904595351,0.4769689335910696,58.24394392160695
116.84158445475849,103.87806007301492,0.4969534734999773,0.06956448529724105,0.24515851703828082,14.053935036043459
102.23001748820265,84.62410813540328,0.5910077090410149,0.05554834876099518,0.47898398913077883,29.109192248421543
93.615185055188,80.75336631371256,0.9588724179025659,0.07845784428095576,0.307610532066074,19.241482318357473
91.7639425868114,105.62134596135844,0.5216670957622154,0.027308473157396596,0.24875451691552297,12.500373560521833
106.1118715102101,112.58310976938013,0.5914520546902188,0.01134461293515821,0.3546517332162368,22.549407398790358
107.83717975152531,85.86673535971303,1.161418675626839,0.04200301040656318,0.23892505915024997,19.940388333726332
83.62646100541157,89.57145295313649,1.9790079972286352,0.09427592529016146,0.21962663260560067,13.48083941711914
103.14792259693166,108.12958555865825,1.0297125881208784,0.02415813750646862,0.27860180943806995,22.1892547032368
96.22032942035172,83.91564538773767,1.7890544382308533,0.06792144858445731,0.16994678544439323,12.458945789957713
91.73121756527297,103.9876500076024,1.7095585178986035,0.059388198377157565,0.20668845863243412,15.742618528463902
102.3105376537439,86.27508421414346,0.4108605089114463,0.07099583838774545,0.27054236785521085,12.031763541736943
114.87050515504438,93.33179914114454,0.6901804067475779,0.056146919836289284,0.35585846277327815,25.36886872657662
81.60715696553518,91.976449050486,1.230650128940194,0.012442546080581745,0.4473868968479917,34.502501413491736
115.93702203115905,83.65436781607946,1.690508091370091,0.08302892975201831,0.3700488232282743,38.23642196960983
99.67975428124554,95.27499464679535,0.6752252653154663,0.05929261199019445,0.37103372492775816,23.776781374941653
87.21980332722767,93.41519100903736,1.4020284167744648,0.06504586857257193,0.23849121129814624,15.866702334907716
104.79092473061307,100.65352973642761,0.7871170447165408,0.041556457170352015,0.24376495019266542,15.71155687251021
98.05861007358806,95.0115701123926,1.1906471794999867,0.05137424681907355,0.3659419331853637,29.58185603253596
87.05638367913082,96.69333042596507,0.9923015567107768,0.05832054964161848,0.46264036989625396,30.679473631746948
116.85634958727371,94.09909166307857,0.6957289920932206,0.06944650048379537,0.3338245413760601,24.138446200044694
107.03168803719092,87.24402012882449,1.8674370563794542,0.044705173206108964,0.28192257274398147,30.522091065044414
82.79776133170648,104.1113061389589,0.2717724242642845,0.07876096791991395,0.20066816961099648,5.4814514377171175
86.51475350610917,81.2186941895026,1.7180551525976582,0.09699587334360005,0.17157814127693874,9.440073949166512
116.7516751107332,100.84803538166601,1.5226961388328555,0.024698350518208997,0.37566646447012375,43.0042619209646
113.63679918017928,85.55549913753258,1.6438886093044611,0.046718969245287185,0.15200526024499827,13.682192888144908
96.90272177320779,114.87307080717352,0.3700357776834903,0.04539117657432106,0.1893069122688741,7.608155626010912
110.06396116290689,89.33121677440073,0.9833280438673414,0.060707368884184085,0.3598825240052212,28.82410201272994
82.32575408745166,85.95505339850385,1.7364738660361356,0.08084040330949023,0.3853512897370061,28.882122684153874
115.27967726783335,89.64891111444344,0.4815188276520487,0.04056626602130483,0.47954784845345433,29.964199360935083
91.00393562404959,82.65136482040916,1.6793933586055325,0.07045962736467325,0.1669670493728606,10.98244518509174
