option_style,option_type,strike,underlying_price,maturity_days,T,r,sigma,option_price,IV,LTP,Bid,Ask,dt,n_paths
Asian,call,118.02857225639664,94.9816047538945,385,1.530989398169959,0.0638792635777333,0.1624074561769746,0.3067148613054942,0.1624074561769746,0.3067148613054942,0.3036,0.3098,0.003968253968253968,1000
Asian,call,83.70673233444734,83.75387990753055,307,1.2194646164422462,0.051491910516451016,0.24082528773069264,5.630266169744978,0.24082528773069264,5.630266169744978,5.574,5.6866,0.003968253968253968,1000
Asian,call,85.04750416713122,117.76051728822485,394,1.5639522324434163,0.04313454683299705,0.1958876452279669,34.09005460984479,0.1958876452279669,34.09005460984479,33.7492,34.431,0.003968253968253968,1000
Asian,call,100.363181113414,88.40649602158197,469,1.8612545780521903,0.03039503348892936,0.30107873012727104,4.993319692055236,0.30107873012727104,4.993319692055236,4.9434,5.0433,0.003968253968253968,1000
Asian,call,101.12876013480454,115.48200296191212,276,1.0970923374600394,0.02664441433008147,0.4432109748416611,20.389488156208145,0.4432109748416611,20.389488156208145,20.1856,20.5934,0.003968253968253968,1000
Asian,call,99.88266909337067,95.29908474902724,389,1.545230406170401,0.051482639451771665,0.21240897011010876,5.795711394245045,0.21240897011010876,5.795711394245045,5.7378,5.8537,0.003968253968253968,1000
Asian,call,119.58829047433835,99.72954242700379,158,0.6271249938500064,0.09670472521999665,0.13578536137627903,0.018659931726591066,0.13578536137627903,0.018659931726591066,0.0185,0.0188,0.003968253968253968,1000
Asian,call,106.38450997853708,108.32338800856768,480,1.9064746234808345,0.09818611662736872,0.18930506581324869,12.098276551547398,0.18930506581324869,12.098276551547398,11.9773,12.2193,0.003968253968253968,1000
Asian,call,103.14775720843801,105.86636921861304,496,1.9710191495979914,0.07532695835867426,0.4612486383811235,19.12896968795265,0.4612486383811235,19.12896968795265,18.9377,19.3203,0.003968253968253968,1000
Asian,call,96.57716043076734,81.20283581008638,336,1.33422362380957,0.011930656059403138,0.3301888872530769,2.6286188961356816,0.3301888872530769,2.6286188961356816,2.6023,2.6549,0.003968253968253968,1000
Asian,call,106.56876160123382,101.30146804564662,138,0.5511547083602659,0.029194516045007453,0.15418453003895022,1.199280980684866,0.15418453003895022,1.199280980684866,1.1873,1.2113,0.003968253968253968,1000
Asian,call,110.52714332754654,111.8150761573262,451,1.7919485586571893,0.05667044177471873,0.359926562331229,15.795445196581438,0.359926562331229,15.795445196581438,15.6375,15.9534,0.003968253968253968,1000
Asian,call,88.66480455933839,116.66738923870695,272,1.0832103611983137,0.07031479544388486,0.3955927391092732,31.031445103155995,0.3955927391092732,31.031445103155995,30.7211,31.3418,0.003968253968253968,1000
Asian,call,94.37360681667127,88.7600404964232,207,0.823634279688993,0.05016160580393524,0.20775497657896336,2.1412322613387778,0.20775497657896336,2.1412322613387778,2.1198,2.1626,0.003968253968253968,1000
Asian,call,104.87742533013659,84.77208140856678,445,1.7693227740151132,0.05066727452474729,0.3429695079491835,3.9507777469150165,0.3429695079491835,3.9507777469150165,3.9113,3.9903,0.003968253968253968,1000
Asian,call,84.97786020855118,107.3660185931433,153,0.6080226163277841,0.016973372197396853,0.27966720702119985,22.858744043370386,0.27966720702119985,22.858744043370386,22.6302,23.0873,0.003968253968253968,1000
Asian,call,94.15915133823194,84.61205746079767,293,1.1644988352625103,0.0683427932654814,0.31366294445724296,3.9249897471065434,0.31366294445724296,3.9249897471065434,3.8857,3.9642,0.003968253968253968,1000
Asian,call,91.96672599357136,115.45390522933712,257,1.0219354270899967,0.044034286002406525,0.16534270488719136,25.120385133840013,0.16534270488719136,25.120385133840013,24.8692,25.3716,0.003968253968253968,1000
Asian,call,114.49430159940421,109.18429660771635,167,0.6659659193661693,0.07291811556553322,0.43703711200995615,7.827783962363809,0.43703711200995615,7.827783962363809,7.7495,7.9061,0.003968253968253968,1000
Asian,call,82.20670075181269,115.26801287164602,385,1.5304564406530357,0.028710073199835907,0.28091210709494696,34.33692860574005,0.28091210709494696,34.33692860574005,33.9936,34.6803,0.003968253968253968,1000
Asian,call,87.46441281000632,80.73442311953465,495,1.9648549109561957,0.06251698377248835,0.30497193855896887,6.965022719915204,0.30497193855896887,6.965022719915204,6.8954,7.0347,0.003968253968253968,1000
Asian,call,93.04710711986479,98.6270068493349,239,0.951368709928191,0.022670480149520805,0.11161998911185017,7.1270884090496756,0.11161998911185017,7.1270884090496756,7.0558,7.1984,0.003968253968253968,1000
Asian,call,85.55907723272759,101.12451641181207,120,0.47700816499672866,0.01364239977776673,0.3544415245110259,16.53691870046491,0.3544415245110259,16.53691870046491,16.3715,16.7023,0.003968253968253968,1000
Asian,call,119.0966074213528,90.18086348372277,400,1.588819847054006,0.06773160046499205,0.47698484182821455,5.972099895753615,0.47698484182821455,5.972099895753615,5.9124,6.0318,0.003968253968253968,1000
