option_style,option_type,strike,underlying_price,maturity_days,T,r,sigma,option_price,IV,LTP,Bid,Ask,dt,n_paths
Lookback,call,118.02857225639664,94.9816047538945,385,1.530989398169959,0.0638792635777333,0.1624074561769746,18.017103268146602,0.1624074561769746,18.017103268146602,17.8369,18.1973,0.003968253968253968,1000
Lookback,call,83.70673233444734,83.75387990753055,307,1.2194646164422462,0.051491910516451016,0.24082528773069264,17.414047448598957,0.24082528773069264,17.414047448598957,17.2399,17.5882,0.003968253968253968,1000
Lookback,call,85.04750416713122,117.76051728822485,394,1.5639522324434163,0.04313454683299705,0.1958876452279669,23.610894687320467,0.1958876452279669,23.610894687320467,23.3748,23.847,0.003968253968253968,1000
Lookback,call,100.363181113414,88.40649602158197,469,1.8612545780521903,0.03039503348892936,0.30107873012727104,26.418667832081557,0.30107873012727104,26.418667832081557,26.1545,26.6829,0.003968253968253968,1000
Lookback,call,101.12876013480454,115.48200296191212,276,1.0970923374600394,0.02664441433008147,0.4432109748416611,36.02695980123026,0.4432109748416611,36.02695980123026,35.6667,36.3872,0.003968253968253968,1000
Lookback,call,99.88266909337067,95.29908474902724,389,1.545230406170401,0.051482639451771665,0.21240897011010876,22.078412414289822,0.21240897011010876,22.078412414289822,21.8576,22.2992,0.003968253968253968,1000
Lookback,call,119.58829047433835,99.72954242700379,158,0.6271249938500064,0.09670472521999665,0.13578536137627903,11.297870496837149,0.13578536137627903,11.297870496837149,11.1849,11.4108,0.003968253968253968,1000
Lookback,call,106.38450997853708,108.32338800856768,480,1.9064746234808345,0.09818611662736872,0.18930506581324869,28.29825305282198,0.18930506581324869,28.29825305282198,28.0153,28.5812,0.003968253968253968,1000
Lookback,call,103.14775720843801,105.86636921861304,496,1.9710191495979914,0.07532695835867426,0.4612486383811235,46.269647901222704,0.4612486383811235,46.269647901222704,45.807,46.7323,0.003968253968253968,1000
Lookback,call,96.57716043076734,81.20283581008638,336,1.33422362380957,0.011930656059403138,0.3301888872530769,21.51853390665027,0.3301888872530769,21.51853390665027,21.3033,21.7337,0.003968253968253968,1000
Lookback,call,106.56876160123382,101.30146804564662,138,0.5511547083602659,0.029194516045007453,0.15418453003895022,9.485697633785971,0.15418453003895022,9.485697633785971,9.3908,9.5806,0.003968253968253968,1000
Lookback,call,110.52714332754654,111.8150761573262,451,1.7919485586571893,0.05667044177471873,0.359926562331229,41.40927853891205,0.359926562331229,41.40927853891205,40.9952,41.8234,0.003968253968253968,1000
Lookback,call,88.66480455933839,116.66738923870695,272,1.0832103611983137,0.07031479544388486,0.3955927391092732,36.47745182286887,0.3955927391092732,36.47745182286887,36.1127,36.8422,0.003968253968253968,1000
Lookback,call,94.37360681667127,88.7600404964232,207,0.823634279688993,0.05016160580393524,0.20775497657896336,13.286882991751238,0.20775497657896336,13.286882991751238,13.154,13.4198,0.003968253968253968,1000
Lookback,call,104.87742533013659,84.77208140856678,445,1.7693227740151132,0.05066727452474729,0.3429695079491835,28.530731307201826,0.3429695079491835,28.530731307201826,28.2454,28.816,0.003968253968253968,1000
Lookback,call,84.97786020855118,107.3660185931433,153,0.6080226163277841,0.016973372197396853,0.27966720702119985,17.18515901323384,0.27966720702119985,17.18515901323384,17.0133,17.357,0.003968253968253968,1000
Lookback,call,94.15915133823194,84.61205746079767,293,1.1644988352625103,0.0683427932654814,0.31366294445724296,21.723298251409865,0.31366294445724296,21.723298251409865,21.5061,21.9405,0.003968253968253968,1000
Lookback,call,91.96672599357136,115.45390522933712,257,1.0219354270899967,0.044034286002406525,0.16534270488719136,16.245140283045252,0.16534270488719136,16.245140283045252,16.0827,16.4076,0.003968253968253968,1000
Lookback,call,114.49430159940421,109.18429660771635,167,0.6659659193661693,0.07291811556553322,0.43703711200995615,29.400009525669002,0.43703711200995615,29.400009525669002,29.106,29.694,0.003968253968253968,1000
Lookback,call,82.20670075181269,115.26801287164602,385,1.5304564406530357,0.028710073199835907,0.28091210709494696,30.317313887445557,0.28091210709494696,30.317313887445557,30.0141,30.6205,0.003968253968253968,1000
Lookback,call,87.46441281000632,80.73442311953465,495,1.9648549109561957,0.06251698377248835,0.30497193855896887,27.263761594539393,0.30497193855896887,27.263761594539393,26.9911,27.5364,0.003968253968253968,1000
